dialogue_id,turn_id,speaker,utterance,emotion,annotation
134,13,Ross,"That, that is funny... .... and Rachel keeps touching him.",neutral,3000110
134,14,Phoebe,Alright. I looked all over the building and I couldn't find the kitty anywhere.,neutral,4010000
134,15,Rachel,"Oh, I found him. He was Paolo's cat.",neutral,4100000
134,16,Phoebe,Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.,non-neutral,1000211
134,17,Rachel,"Ah, Paolo, this is Phoebe.",neutral,5000000
134,18,Phoebe,You betcha!,non-neutral,2100101
135,0,Ross,"Okay, where in the hell did you get that?!",surprise,0000050
135,1,Monica,"When Mom and Dad drove you to the hospital to get your nose fixed, I swam into the lake and fished it out.",neutral,5000000
135,2,Ross,That cup is mine!,anger,1000310
135,3,Monica,"No it's not! You want it, you're gonna have to win it!",anger,0000500
135,4,Rachel,"All right, so are we not having dinner at all?",non-neutral,2010020
135,5,Rachel,Why?,non-neutral,2010020
135,6,Monica,Because I don't work at the Szechwan Dragon.,neutral,4000001
135,7,Ross,Okay.,neutral,5000000
135,8,Rachel,"You really, really need to get some sleep, honey.",neutral,4010000
135,9,Monica,I know I do.,neutral,4010000
135,10,Ross,Hi.,neutral,5000000
135,11,Rachel,Hi.,neutral,5000000
135,12,Ross,Guess what?,neutral,4000010
135,13,Rachel,What?,neutral,4000010
135,14,Ross,They published my paper.,joy,0500000
135,15,Rachel,"Oh, really, let me see, let me see.",joy,0300020
135,16,Phoebe,"Rach, look!  Oh, hi! Where is my strong Ross Skywalker to come rescue me.  There he is.",non-neutral,2200010
136,0,Rachel,Oh my God.,surprise,0000050
136,1,Monica,"You know what this is, this is us getting ready for the prom.",neutral,4100000
136,2,Rachel,Oh.,neutral,4000010
136,3,Rachel,What?! You got us evicted!!,anger,0000320
136,4,Monica,I told you not to go down there!,anger,0000410
136,5,Joey,Well he made Rachel cry!,disgust,1000103
136,6,Monica,Rachel always cries!,anger,1000301
136,7,Rachel,That's not true!,anger,0000401
136,8,Monica,"Now Joey, you go down there and you suck up to him. I mean you suck like you've never sucked before!",neutral,3000200
136,9,Joey,"All right! I'll try! But if I can't, you can stay with Chandler and I until you get settled.",neutral,4000001
136,10,Rachel,Go!!,anger,1000400
136,11,Joey,"All right, all right, all right.",neutral,3000002
136,12,Joey,"I mean I'll have to check with him first, but I'll think he'll be cool with it.",neutral,5000000
137,0,Ross,"So, he's just a nice guy. You really think this Mark doesn't want anything in exchange for helping him?",non-neutral,0001121
137,1,Rachel,"Well, I assume I'll have to take showers with him, but y'know, that's true of any job.",neutral,3000101
137,2,Monica,How ya feelin'?,neutral,5000000
137,3,Chandler,"Well, my apartment isn't there anymore, because I drank it.",neutral,3010001
137,4,Phoebe,Where'd you get too? We lost you after you opened up all the presents.,neutral,5000000
137,5,Ross,Yeah.,neutral,5000000
137,6,Chandler,"Yeah, I ended up in the storage room, and not alone.",neutral,3110000
137,7,All,Woooo hoooo!!!,joy,0300020
137,8,Chandler,"Ow, no woo-hooing,' no woo-hooing.'",non-neutral,1020101
137,9,Phoebe,"Why, what happened?",surprise,2000030
137,10,Chandler,"Ah, I fooled around with Joey's sister.  Well, that's not the worst part.",non-neutral,1012001
137,11,Monica,What is the worse part?,neutral,3000020
137,12,Chandler,I can't remember which sister.,non-neutral,2012000
137,13,Ross,You see what men do! Don't tell me men are not nice!  This is men!!,anger,0000311
138,0,Chandler,What's wrong with you?,non-neutral,2002100
138,1,Joey,Nothing!,anger,0000410
138,2,Joey,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",sadness,0032000
138,3,Joey,"But um, I don't think it's anything serious.",neutral,3011000
138,4,Chandler,This sounds like a hernia. You have toyou-youGo to the doctor!,surprise,0002030
138,5,Joey,No way!,anger,0001310
138,6,Joey,"Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!",non-neutral,0002111
138,7,Joey,Why did I have to start working out again?,disgust,0011003
138,8,Joey,Damn you 15s!,anger,0000401
138,9,Rachel,It's a trifle.,neutral,5000000
138,10,Rachel,It's got all of these layers.,neutral,5000000
138,11,Rachel,"First there's a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch.",neutral,5000000
138,12,Rachel,"[Joey and Ross make impressed faces] Then raspberries, more ladyfingers, then beef sautéed with peas and onions, [Joey and Ross look like something's wrong.]",non-neutral,2100011
138,13,Rachel,"then a little more custard, and then bananas, and then I just put some whipped cream on top!",neutral,3200000
138,14,Ross,It tastes like feet!,disgust,0000113
138,15,Joey,I like it.,joy,1400000
138,16,Ross,Are you kidding?,surprise,0000050
139,0,Chandler,Does anyone else think David Copperfield is cute?,neutral,3101000
139,1,Monica,"No, but he told me, he thinks your a fox.",neutral,3100010
139,2,Host,"Welcome everybody, welcome to Amazing Discoveries!",joy,0500000
139,3,Phoebe,"Oh, oh! It's on again!",joy,0400010
139,4,Joey,"You guys, can we please not watch this all right.",disgust,1000103
139,5,All,Shhhh!,anger,1000400
139,6,Host,"Folks, has this ever happened to you.",neutral,4010000
139,7,Host,"You go to the refrigerator to get a nice glass of milk,  and these darn cartons are so flingin'-flangin' hard to open.",neutral,3000101
139,8,Joey,"Oh, you said it Mike.  Aw! There's got to be a better way!",non-neutral,1000220
139,9,Mike,And there is Kevin.,neutral,4000001
139,10,Joey,Can we please turn this off?,non-neutral,1000202
139,11,Rachel,"Noo way, Kevin.",non-neutral,1000211
139,12,Mike,There is a revolutionary new product that guarantees that you'll never have to open up milk cartons again. Meet the Milk Master 2000.,neutral,3200000
139,13,Ross,Are you intrigued?,surprise,1100030
139,14,Chandler,You're flingin'-flangin' right I am!,joy,0400010
139,15,Mike,"Keep in mind, he's never used this product before, you're gonna see how easy this is to do.",non-neutral,2200010
139,16,Mike,Go ahead.,neutral,5000000
139,17,Mike,This works with any milk carton.,neutral,4100000
139,18,Joey,"Wow, it is easy.  Now, I can have milk everyday.",surprise,0200030
140,0,Rachel,"Well, you might want to tell him it sounds like his wife is  gay.",neutral,3001100
140,1,Ross,She is not  She's gay. Oh my God. She is,non-neutral,1000022
140,2,Rachel,Good day for married people huh?,surprise,2000030
140,3,Ross,I'm sorry your husband cheated on you.,sadness,0050000
140,4,Rachel,I'm sorry your wife is gay. I guess women aren't that great either.,non-neutral,1020200
140,5,Ross,Try telling my wife that.,non-neutral,2010101
141,0,Joey,"Hey Ross, will you pass me that knife?",neutral,5000000
141,1,Monica,I can't wait to be with you!,joy,1400000
141,2,Monica,I'll sneak over as soon as Ross picks up Ben.,neutral,4100000
141,3,Monica,I'll just tell Rachel I'm gonna be doing laundry for a couple of hours.,neutral,5000000
141,4,Chandler,Laundry. Huh. Is that my new nickname?,non-neutral,1100021
141,5,Monica,"Awww, y'know what your nickname is, Mr. Big",non-neutral,2210000
141,6,Rachel,Arghh!!,disgust,0000113
142,0,Joey,I can't believe I'm going to lose this job!,non-neutral,0002120
142,1,Chandler,Oh I'm so sorry man! Is there anything I can do?,sadness,0040010
142,2,Joey,Yeah! Help me get this mini-fridge past the security guard.,neutral,3100010
142,3,Wayne,"Hey Joey, I want to talk to you.",neutral,5000000
142,4,Joey,Yeah?,neutral,3000020
142,5,Joey,"Well, I don't want to talk to you Wayne!",anger,0000500
142,6,Joey,I hate you!,anger,0000500
142,7,Joey,You ruined my life!,anger,0000500
142,8,Joey,"Oh, Chandler, Wayne.",neutral,4010000
142,9,Joey,"Wayne, Chandler.",neutral,3010010
142,10,Chandler,"Hi, how are ya?",neutral,5000000
142,11,Wayne,"Joey, Joey, I-I-I'll g-get you your job back if you help me out.",neutral,3011000
142,12,Joey,Why should I help you?!,non-neutral,0000212
142,13,Chandler,The reason he just said.,neutral,4000001
142,14,Joey,What do you need?,neutral,5000000
142,15,Wayne,"I-I-I saw you on stage talking to that beautiful woman, y'know Sarah?",neutral,3002000
142,16,Paul,What?,surprise,2000030
142,17,Ross,And I too am just a love machine.,neutral,3200000
142,18,Paul,"Ross, let me show you where the guest room is.",neutral,5000000
143,0,Phoebe,"Oh, I thought this was your party and it turns out it's a party for Howard. He's just the sweetest little man!",surprise,0000050
143,1,Guest #1,"See ya Phoebe! Oh and hey, thanks for chipping in!",joy,0500000
143,2,Ross,You chipped in?!,surprise,0000050
143,3,Phoebe,"Yeah, uh-huh, a 100 dollars.",neutral,4100000
143,4,Ross,Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,surprise,0000041
143,5,Phoebe,"Yeah, but they didn't ask me!",non-neutral,1200020
143,6,Phoebe,Y'know?,non-neutral,2100020
143,7,Phoebe,"This way I'm just y'know, the exotic, generous stranger.",joy,2300000
143,8,Phoebe,That's always fun to be.,joy,1400000
143,9,Ross,"Yeah, but you're making me look bad!",anger,0011300
143,10,Phoebe,No I'm not.,neutral,3000020
143,11,Phoebe,No!,surprise,1000130
143,12,Phoebe,If anything I'm making you look better!,non-neutral,0200120
143,13,Phoebe,They'll see you talking to me and that's--I'm a hit!,joy,1300100
143,14,Steve,"Oh hey, Pheebs!",joy,1300010
143,15,Phoebe,Hey!,joy,1400000
143,16,Steve,"Oh hey, Ross.",neutral,3000020
143,17,Steve,"Umm, see, I was thinking maybe you two could switch apartments because Phoebe's more our kind of people.",fear,2003000
143,18,Steve,Something to think about.,neutral,4010000
143,19,Phoebe,"Yeah, okay, my bad.",non-neutral,1020110
144,0,Monica,"Alright, alright, alright...",neutral,4000100
144,1,Joey,Here. I need to borrow some moisturizer.,neutral,5000000
144,2,Monica,For what?,neutral,3000020
144,3,Joey,Whaddya think? Today's the big day!,joy,0400001
144,4,Monica,"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",disgust,0001004
144,5,Joey,Thank you!,joy,0500000
144,6,Chandler,Where's Joey? His mom's on the phone.,neutral,4001000
144,7,Monica,He's in the bathroom. I don't think you wanna go in there!,non-neutral,2001002
144,8,Chandler,"C'mon, we're roommates!  My eyes!! My eyes!!",disgust,0000023
144,9,Monica,I warned you...,neutral,3000101
144,10,Rachel,Who is being loud?,anger,1000310
144,11,Chandler,"Oh, that would be Monica.",neutral,5000000
144,12,Chandler,"Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.",neutral,5000000
144,13,Monica,"Oh, you got the whole night, huh?",surprise,1100030
144,14,Chandler,"Yeah, well, I only have twenty minutes until Ethan, so, y'know..",neutral,3001001
144,15,Rachel,"Ooh, do I sense a little bit of resentment?",surprise,0110030
144,16,Chandler,"No, no resentment, believe me, it's worth it.",neutral,3100100
144,17,Chandler,'Kay?,neutral,5000000
144,18,Chandler,Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?,neutral,4000100
144,19,Chandler,"Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",neutral,4000100
144,20,Monica,Sure.,neutral,4100000
144,21,Monica,"Oh, um, Chandler?",neutral,4000010
144,22,Monica,"Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that.",neutral,4000001
145,0,Joey,"Hey Monica, it's Joey!",joy,1400000
145,1,Monica,"Hey Joey! Aww, you remembered even though you're a big star!",joy,0300020
145,2,Joey,"Aw, come on! It'll be years before I forget you!",neutral,3200000
145,3,Monica,"Joey, what's it like on a movie set, huh?",neutral,4100000
145,4,Monica,Do you have a dressing room?,neutral,4100000
145,5,Monica,Do you have a chair with your name on it?,neutral,4100000
145,6,Joey,"Uh, well yeah-yeah, I've got all of that going on.",neutral,4001000
145,7,Joey,"Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more wrong!",neutral,4100000
145,8,Joey,Uh-oh!,fear,1003010
145,9,Joey,"I gotta go Monica, my uh, my sushi's here!",neutral,3001010
145,10,Joey,Sorry about that. Thanks for waitin'.,neutral,4010000
145,11,Joey,"Everybody smile!  Okay, thanks a lot! Enjoy your stay at",joy,2300000
146,0,Rachel,"Wow, this is so cool, you guys. The entire city is blacked out!",surprise,0200030
146,1,Monica,"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.",non-neutral,2000120
146,2,Rachel,"Wow, you guys, this is big.",surprise,0100040
146,3,Monica,Pants and a sweater?,non-neutral,2000012
146,4,Monica,"Why, mom?",non-neutral,2010011
146,5,Monica,Who am I gonna meet in a blackout?,non-neutral,0010121
146,6,Monica,Power company guys?,non-neutral,2010110
146,7,Monica,Eligible looters?,non-neutral,2000111
146,8,Monica,Could we talk about this later?,non-neutral,2020001
146,9,Monica,OK.,neutral,5000000
146,10,Phoebe,Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,neutral,4001000
146,11,Phoebe,"Well, I never call",neutral,3020000
147,0,Joey,What cha doing?,neutral,4000010
147,1,Chandler,Having a swim.,neutral,5000000
147,2,Joey,What about the chick?,neutral,3000020
147,3,Chandler,Chicks don't swim.,neutral,4000010
147,4,Joey,Are you sure?,neutral,3000020
147,5,Chandler,I don't know. Should we try it?,neutral,4000010
147,6,Joey,Sure.,neutral,5000000
147,7,Chandler,"See, I told you they don't swim.",neutral,3011000
147,8,Joey,Wait. Give him a minute.,neutral,3001010
147,9,Chandler,"Noo!  Oh, it's okay, it's okay, baby, baby, baby.",fear,1013000
148,0,Phoebe,"Me taking care of you is no problem, huh?",neutral,5000000
148,1,Phoebe,You guys feel safe.,neutral,4100000
148,2,Phoebe,Right?,neutral,5000000
148,3,Phoebe,"Okay, I'm gonna take that spit bubble as, ""Yeah, I do!""",neutral,3200000
148,4,Phoebe,"Okay, after I get rid of this dirty diaper Leslie, I'll set you up with a clean one.",neutral,5000000
148,5,Phoebe,"Okay, I'm sorry.",sadness,1030010
148,6,Phoebe,I didn't mean to scare you.,sadness,2030000
148,7,Phoebe,I just have to clean that up.,neutral,4010000
148,8,Phoebe,Okay?,neutral,5000000
148,9,Phoebe,"Cause let's face it, we're at Monica's.",neutral,3011000
148,10,Phoebe,I broke it.,non-neutral,2021000
148,11,Phoebe,All right.,neutral,3011000
148,12,Phoebe,"Well, that's just the way that goes.",neutral,3011000
148,13,Phoebe,"Okay, good.",neutral,3110000
148,14,Phoebe,Why are there only two of you?,non-neutral,2001020
148,15,Phoebe,Where is Leslie?,non-neutral,2001020
148,16,Phoebe,"Well, you can't answer.",neutral,3001001
148,17,Phoebe,Leslie?,neutral,3001010
148,18,Phoebe,Where are you Leslie?,fear,0004010
148,19,Phoebe,"Leslie, now would be a",non-neutral,2002100
149,0,Phoebe,Hey!,joy,1300010
149,1,Monica,Hey.,neutral,4100000
149,2,Phoebe,"Hey, why are you mopping your ceiling?",non-neutral,1100021
149,3,Monica,"Oh, there's banana on it.",neutral,3000011
149,4,Rachel,You said she was bald.,non-neutral,2100110
149,5,Phoebe,"Yeah, she was bald, she's not now.",neutral,3000020
149,6,Rachel,How could you not tell me that she has hair?,surprise,1000130
149,7,Phoebe,"I don't know, I hardly ever say that about people.",neutral,3001010
149,8,Rachel,"Ohh, well, this is just perfect!",anger,1000310
149,9,Phoebe,"Well I'm sorry, I thought you said it was okay.",non-neutral,1011110
149,10,Rachel,"Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has hair got",non-neutral,1000112
149,11,Phoebe,"Well, maybe it won't work out. Maybe Ross won't like her personality.",non-neutral,2002100
149,12,Rachel,"Why, does she have a bad personality?",neutral,3000020
149,13,Phoebe,"Oh no, Bonnie's the best!",non-neutral,2100020
150,0,Ross,Hey!,joy,1301000
150,1,Joey,Hey.,neutral,5000000
150,2,Ross,"Do you have a minute? I'd like to talk to you about something I'm, I'm really uncomfortable talking about.",fear,1004000
150,3,Joey,"Sure. What? About uh, you showering with your mom?",non-neutral,1001012
150,4,Ross,"I actually had a topic in mind! I'm, I'm kinda going through a dry spell, sex wise.",non-neutral,2021000
150,5,Joey,"Whoa, for like months?",surprise,0000050
150,6,Joey,"Excellent! Excellent! And uh, finally, are you into any weird stuff y'know, sexually?",joy,2300000
150,7,Cliff,No!,surprise,0000131
150,8,Joey,"Oooh, wrong answer.",neutral,4010000
151,0,Phoebe,"Ow! My ass. Okay. Okay.  Oh, shhh!",non-neutral,0002120
151,1,Phoebe,No! No!! It's me! It's me! I-I didn't want to make any noise!,non-neutral,0102020
151,2,Phoebe Sr,Then don't break in!!,non-neutral,0102200
151,3,Joey,"Oh yeah, Smokey Joe here got half way to the highway and collapsed.",non-neutral,0010022
151,4,Chandler,I have the lung capacity of a two year old.,neutral,3010001
151,5,Monica,Then why are you smoking?,disgust,1000013
151,6,Chandler,Well it's very unsettling.,non-neutral,0002102
152,0,Rachel,"Honey, I was wondering....",neutral,3001010
152,1,Ross,Hmm?,neutral,3000020
152,2,Rachel,"Do you still have that, um, Navy uniform?",non-neutral,2002010
152,3,Ross,"Nooo, I had to return it to the costume place.",non-neutral,2020010
152,4,Rachel,Hmm.,neutral,3020000
152,5,Ross,I think I have an old band uniform from high school.,non-neutral,2200010
152,6,Rachel,"You remember not having sex in high school, right?",non-neutral,1000022
152,7,Ross,Yeah.,sadness,2030000
152,8,Rachel,"Well honey, what about you?",neutral,4010000
152,9,Ross,What?,neutral,3000020
152,10,Rachel,"I mean do you have any fun, you know, fantasy type things?",neutral,3001010
152,11,Ross,No.,neutral,3001001
152,12,Rachel,Come on you gotta have one!,surprise,1000130
152,13,Phoebe,Ugh!,disgust,0001103
152,14,Phoebe,I don't know Monica.,non-neutral,1012010
152,15,Phoebe,It feels funny just being here.,non-neutral,1012001
152,16,Phoebe,"I mean if you buy a bed from Janice's ex-husband, that's like betraying Chandler.",non-neutral,1011101
152,17,Monica,Not at these prices.,non-neutral,2200010
152,18,Phoebe,Hi. Y'know in England this car would be on the other side of the store.  Woo!,joy,1400000
152,19,Monica,"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.",joy,0500000
152,20,Phoebe,"Eh, Monica it, it feels so weird, y'know, Chandler's your friend...  Oh!",surprise,0001040
152,21,Phoebe,Oh my God!,surprise,0101030
152,22,Phoebe,"Aw, all right take this bed, you can make other friends.",non-neutral,1210001
153,0,Lorraine,"You know, ever since I was little, I've been able to pick up quarters with my toes.",joy,2300000
153,1,Joey,"Good for you.  Uh, quarters or rolls of quarters?",non-neutral,2200010
153,2,Janice,"By the way, Chandler. I cut you out of all my pictures. So if you want, I have a bag with just your heads.",anger,0000401
153,3,Chandler,That's OK.,neutral,4000001
153,4,Janice,"Oh, are you sure?",surprise,0000140
153,5,Janice,Really?,surprise,0000140
153,6,Janice,"Because you know, you could make little puppets out of them, and you could use them in your theater of cruelty.",anger,1000301
153,7,Joey,We can't do that.,neutral,4000001
153,8,Chandler,What? What can't you do?,surprise,2000030
153,9,Joey,She really said that?,surprise,0000050
153,10,Ross,"Well, I added the 'exactly like me' part...",neutral,5000000
153,11,Ross,"But she said she's looking for someone, and someone is gonna be there tonight.",neutral,5000000
153,12,Joey,'Tonight' tonight?,surprise,0000050
153,13,Ross,"Well, I think it's perfect.",joy,1400000
153,14,Ross,"Y'know, it's just gonna be the two of us, she spent all day taking care of my monkey...",neutral,3200000
153,15,Chandler,I can't remember the last time I got a girl to take care of my monkey.,non-neutral,2110001
153,16,Ross,"Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, try to woo her.",joy,2300000
153,17,Chandler,"Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.",disgust,1100003
154,0,Mrs. Bing,"Car's waiting downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?",neutral,5000000
154,1,Chandler,"No, just knowing you're gonna be there is enough.",neutral,4100000
154,2,Mrs. Bing,"Alright, well, be good, I love you.",joy,2300000
154,3,Chandler,You kissed my best Ross! ...Or something to that effect.,anger,0100310
154,4,Mrs. Bing,"O-kay. Look, it, it was stupid.",sadness,1031000
154,5,Chandler,Really stupid.,anger,1000301
154,6,Mrs. Bing,Really stupid.,non-neutral,1021001
154,7,Mrs. Bing,And I don't even know how it happened.,non-neutral,2020010
154,8,Mrs. Bing,"I'm sorry, honey, I promise it will never happen again.",sadness,0040010
154,9,Mrs. Bing,Are we okay now?,fear,1013000
154,10,Chandler,Yeah. No. No...,anger,1010300
154,11,Ross,"Ah, the forbidden love of a man and his door.",neutral,4000001
154,12,Joey,"Shh. He did it. He told her off, and not just about the kiss, about everything.",neutral,3000110
154,13,Ross,You're kidding.,surprise,0000050
154,14,Joey,"No, no. He said ""When are you gonna grow up and start being a mom?""",neutral,4000001
155,0,Phoebe,Oh there it is.,neutral,3000020
155,1,Monica,That's not your regular dry cleaners.,neutral,4000010
155,2,Phoebe,"I know, but that creep that I went on that date with goes to there so I have to find a new one.",disgust,1000004
155,3,Phoebe,"I also have to find a new video store, a new bank, a new adult bookstore, a new grocery store",disgust,1000004
155,4,Monica,What?!,surprise,0000050
155,5,Phoebe,A new grocery store.,neutral,4000001
155,6,Phoebe,The universe said I was going to meet a nice guy and that's what they gave me?,non-neutral,0020012
155,7,Phoebe,When I get up there I'm going to kick some ass.,anger,0000500
155,8,Monica,"Don't worry Phoebe, you're gonna meet someone. If I can meet a great guy, so can you.",neutral,5000000
155,9,Phoebe,"Yeah, we both can. And we both will.",neutral,4100000
155,10,Phoebe,"Oh, you didn't have to come in with me.",neutral,3000020
155,11,Monica,Are you kidding? This is where they get out stains! Okay? This is like,non-neutral,1200020
155,12,Phoebe,Okay.,neutral,4000010
155,13,Guy,"Oh, excuse me! I think you dropped s Wow!",surprise,1000040
155,14,Phoebe,What?,surprise,1000040
155,15,Guy,"I'm sorry, it's just that you're so incredibly beautiful.",surprise,0200030
155,16,Phoebe,"Oh yeah well, I'm sorry about that too, but what are you going to do?",neutral,3000020
155,17,Guy,"I hope you don't think I'm crazy but I feel like I was meant to pick this up, do you believe in that kind of thing?",non-neutral,2200010
155,18,Phoebe,A little.   Now you're talking.,neutral,3200000
155,19,Guy,Would you like to go out and have a cup of coffee?,neutral,3200000
155,20,Phoebe,I-I-I'd love to. Let me just tell my friend.,joy,0400010
155,21,Monica,"Ooh, an ink stain! Hey, can I watch how you get this out?",joy,1300010
155,22,Phoebe,She must've left.,neutral,4000001
156,0,Ross,Monica! Stop throwing it so hard! We're on the same team!,anger,0000500
156,1,Chandler,Four hours? You guys have been doing this for four hours?,surprise,0000140
156,2,Joey,That's right baby.,joy,1400000
156,3,Chandler,"All right, let me in.",neutral,3200000
156,4,Monica,No-no! Don't do it! Don't!,non-neutral,1002110
156,5,Chandler,What?,surprise,2000030
156,6,Monica,He's a dropper!,non-neutral,2000201
156,7,Joey,"Oh yeah, that's right!",non-neutral,2100020
156,8,Chandler,I'm not a dropper!,anger,0000500
156,9,Ross,"It's really a uh-uh three person game, y'know?",neutral,3002000
156,10,Chandler,It's throwing and catching!,non-neutral,2000201
156,11,Ross,All right.,neutral,5000000
156,12,Chandler,Oh! Oh! That's so hard.,surprise,1000031
156,13,Joey,"Whoa-whoa you guys, it's not a cat!",non-neutral,1001111
156,14,Monica,Oh myOh good God!,surprise,1000130
156,15,Rachel,"I give up you guys, I don't know what I'm going to do with this thing!",non-neutral,1011101
156,16,Ross,"Baking it didn't help, huh?",neutral,3000020
156,17,Rachel,"All right, well the place was closed. I'll just copy it later.",neutral,4010000
156,18,Joey,"Or not. Uh, Rach, why don't you just move in with me?",non-neutral,2201000
156,19,Ross,"Whoa! Whoa! Whoa, Joey!",surprise,0001040
156,20,Joey,"No-no-no-no-no-no-no-no It's okay, I mean Ilook Rach, I know I scared you off with that whole Naked Thursday's thing, but we don't have to do that!",neutral,3200000
156,21,Rachel,"Well, it would be easier to move just right across the hall. Wait a minute, unless you're thinking about Naked Wednesday's.",neutral,3101000
156,22,Joey,"Thursday's clearly not good for ya, pick a day!",joy,2300000
157,0,Sarah,"So that's two boxes of the Holiday Macaroons. On behalf of the Brown Birds of America, I salute you.",joy,2300000
157,1,Ross,"Just admit it Chandler, you have no backhand.",neutral,3000200
157,2,Chandler,"Excuse me little one, I have a very solid backhand.",non-neutral,2000102
157,3,Ross,Shielding your face and shrieking like a girl... is not a backhand.,disgust,1010003
157,4,Chandler,I was shrieking... like a Marine.,neutral,3010100
157,5,Ross,All right here. Watch me execute the three P's of championship play. Power.  Precision.  and penache.,neutral,4100000
158,0,Lydia,She's not much of a phone person.,neutral,4010000
158,1,Joey,"Yeah, so, uh, so, uh, what's the deal with this father guy, I mean, if someone was havin' my baby somewhere, I'd wanna know about it, you know?",neutral,3001001
158,2,Lydia,"Hey, Knick fan, am I interested in your views on fatherhood? Uh, no.",non-neutral,2000201
158,3,Joey,"Ok, look, maybe I should just go.",neutral,4010000
158,4,Lydia,Maybe you should.,non-neutral,2010101
158,5,Joey,"Good luck, and uh, take care, huh?",non-neutral,2120000
158,6,Joey,You know what the Celtics problem is? They let the players run the team.,neutral,3000101
158,7,Lydia,"Oh, that is so not true.",neutral,3000110
158,8,Joey,"Oh, it is.",neutral,4000100
158,9,Lydia,It isn't.,neutral,4000100
158,10,Joey,It is.,neutral,3000200
158,11,Lydia,Isn't!,anger,2000300
159,0,The Instructor,"Okay ladies, that ends today's class, and let's remember, let's be safe out there.",neutral,5000000
159,1,Ross,It's a great class.,joy,1300010
159,2,The Instructor,Thanks.,neutral,4100000
159,3,Ross,"Yeah, yeah, I was watching.",neutral,3000101
159,4,Ross,"Umm, hey, a couple of questions though.",neutral,4001000
159,5,Ross,"Umm, about that-that-that last move where the woman tripped you and then pinned you to the floor, what-what-what-what would you do next?",non-neutral,2101100
159,6,The Instructor,"Well, she would take her keys and try to jam them",neutral,5000000
159,7,Ross,No. No-no. No. What would,non-neutral,2100020
159,8,The Instructor,Who? Me the attacker?,surprise,2000030
159,9,Dana,"I'm sorry Chandler, y'know you are such a sweet guy and I, I don't want to hurt you.",sadness,1040000
159,10,Dana,"Oh, I wish there was something I can do to make you feel better.",sadness,1040000
159,11,Chandler,No-noReally?!,surprise,0010130
159,12,Dana,Of course!,non-neutral,2100020
159,13,Chandler,"Well, it just hurts so bad. I uh",sadness,1030010
159,14,Dana,"Ohh, I'm sorry.",sadness,0050000
159,15,Chandler,Well maybe there is one thing you can do.,neutral,4000100
159,16,Dana,What?! Anything! Anything!,non-neutral,1200020
159,17,Chandler,"Well, I umm, I mean this is just off the top of my head now, umm but I have this friend.",neutral,5000000
159,18,Chandler,"This actor friend and he would kill me if he thought I was doing this umm, but umm would it be possible for him to get an audition for your movie say on Thursday?",non-neutral,2102000
159,19,Dana,Absolutely! But you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,surprise,1000040
159,20,Chandler,"Well, the heart wants what it wants. I'll see you later.",neutral,4000001
160,0,Monica,"Okay, I got that. I'll escape over there. I'll come back over here. All right, come on",neutral,5000000
160,1,Phoebe,"Hey, you guys. Listen, I'm sorry that I was hogging the game beforeOh my God! Your friends have some unfortunate initials!",non-neutral,2001011
160,2,Monica,They're all Chandler.,neutral,4000010
160,3,Phoebe,Chandler sucks! He couldn't have gotten this good!,surprise,2000030
160,4,Chandler,I did.  But it came at a price.,neutral,4010000
160,5,Monica,But Ben is coming over tonight and he can't see this.,fear,2003000
160,6,Chandler,"Oh come on, by age seven kids have already seen orgies.  Was it just me?!",surprise,1000040
161,0,Chandler,Sure!,joy,0400010
161,1,Monica,"Okay, I was thinking we should have a beautiful guest room, right?",neutral,3200000
161,2,Monica,With a mahogany sleigh bed and bedside tables with flowers on them all the time!,joy,0500000
161,3,Monica,And we could have a roll top desk with comment cards on them so people could say how much they loved staying here!!,joy,0500000
161,4,Monica,"Okay, whatever, I really haven't thought about it that much.",neutral,4010000
161,5,Chandler,"Well, I like that idea.",joy,2300000
161,6,Chandler,Obviously!,joy,1300001
161,7,Chandler,"I was thinking maybe-maybe-maybe it could be a game room, y'know?",neutral,3101000
